symbol,fold,train_start,train_end,valid_start,valid_end,annualized_return,sharpe,max_drawdown,win_rate,turnover_annual,trades,passed_min_samples,selected_params,candidate,strategy_id,strategy_display_name,strategy_category,panel_scope,supports_brief,supports_paper_trade,target_days,live_days,avg_target_holdings,avg_live_holdings,trade_days,first_target_date,first_target_symbols,universe_mode,universe_as_of_date,universe_symbol_count,universe_snapshot_count,universe_source,candidate_summary,selected_candidate,is_selected_candidate,candidate_eligible_for_selection,candidate_governance_reason,quality_explain_rows,quality_selected_rows,financial_pit_announce_coverage,selected_financial_pit_announce_coverage,financial_field_coverage_mean,selected_financial_field_coverage_mean,financial_missing_blocked_ratio,quality_score_mean,selected_quality_score_mean,selected_quality_score_lift,roe_coverage,cash_flow_coverage,profit_growth_coverage,revenue_growth_coverage,low_debt_coverage,selected_quality_roe_component_mean,selected_quality_cash_flow_component_mean,selected_quality_profit_growth_component_mean,selected_quality_revenue_growth_component_mean,selected_quality_low_debt_component_mean,selected_candidate_eligible,selected_candidate_governance_reason,walk_forward_preset,walk_forward_train_years,walk_forward_validate_years,walk_forward_start_date,walk_forward_end_date,walk_forward_expected_folds,walk_forward_actual_folds,walk_forward_fold_generation_warning,status,failure_reason
PORTFOLIO,1,2019-04-01,2021-03-31,2021-04-01,2022-03-31,-0.35212992305316837,-2.8227605166454173,-0.3420081779475824,0.3902439024390244,24.19085451327494,219,True,"ma20>ma60,amount>=1.0,upper_shadow<=1.5,vol@q0.6,target_vol=0.18,top_n=5",ma_kline_baseline_v1,ma_kline_baseline_v1,MA/K-line Baseline,rule_based,portfolio,True,True,205,205,3.6634146341463416,3.6634146341463416,219,2021-04-06,['SZ.300142'],point_in_time,2021-03-31,120,4224,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,2,2020-04-01,2022-03-31,2022-04-01,2023-03-31,-0.4228029567605863,-3.103901123354726,-0.42986579986952345,0.3486238532110092,35.293971331191244,229,True,"ma20>ma60,amount>=1.0,upper_shadow<=1.5,vol@q0.6,target_vol=0.18,top_n=3",ma_kline_baseline_v1,ma_kline_baseline_v1,MA/K-line Baseline,rule_based,portfolio,True,True,219,218,2.598173515981735,2.596330275229358,229,2022-04-11,"['SZ.300498', 'SH.601288']",point_in_time,2022-03-31,120,4720,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,3,2021-04-01,2023-03-31,2023-04-03,2024-03-29,-0.45053772426730665,-4.6069897255212915,-0.44808193625561965,0.32524271844660196,54.06250487037936,228,True,"ma20>ma60,amount>=1.2,upper_shadow<=1.5,vol@q0.6,target_vol=0.18,top_n=5",ma_kline_baseline_v1,ma_kline_baseline_v1,MA/K-line Baseline,rule_based,portfolio,True,True,207,206,3.2028985507246377,3.1941747572815533,228,2023-04-03,"['SH.600584', 'SH.600703', 'SH.601225']",point_in_time,2023-03-31,120,5089,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,4,2022-04-01,2024-03-29,2024-04-01,2025-03-31,-0.4736526839262024,-3.6842193659407036,-0.4597007004284378,0.36318407960199006,52.76195522544876,221,True,"ma20>ma60,amount>=1.2,upper_shadow<=1.5,vol@q0.75,target_vol=0.18,top_n=3",ma_kline_baseline_v1,ma_kline_baseline_v1,MA/K-line Baseline,rule_based,portfolio,True,True,202,201,2.5742574257425743,2.572139303482587,221,2024-04-01,"['SZ.002714', 'SH.600309', 'SZ.000100']",point_in_time,2024-03-29,120,5347,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,5,2023-04-03,2025-03-31,2025-04-01,2026-03-31,-0.4758180770731396,-3.786739231557043,-0.4646139931772094,0.33653846153846156,52.99765316481301,229,True,"ma20>ma60,amount>=1.2,upper_shadow<=1.5,vol@q0.6,target_vol=0.18,top_n=3",ma_kline_baseline_v1,ma_kline_baseline_v1,MA/K-line Baseline,rule_based,portfolio,True,True,209,208,2.3923444976076556,2.3990384615384617,231,2025-04-01,"['SH.600276', 'SZ.000333', 'SH.601988']",point_in_time,2025-03-31,120,5390,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,1,2019-04-01,2021-03-31,2021-04-01,2022-03-31,-0.20894061964674482,-1.8890203163177612,-0.23199034351051162,0.3941908713692946,19.085379091175373,242,True,"resid_mom10@q0.6,reversal_mom3<=q0.7,ma60,vol@q0.75,target_vol=0.18,top_n=3,xmarket_overlay=True",residual_momentum_reversal_v1,residual_momentum_reversal_v1,Residual Momentum Reversal V1,factor,portfolio,True,True,242,241,2.9545454545454546,2.954356846473029,242,2021-04-01,"['SZ.300142', 'SZ.002271', 'SH.600900']",point_in_time,2021-03-31,120,4224,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,2,2020-04-01,2022-03-31,2022-04-01,2023-03-31,-0.18691414244004534,-2.088061483311242,-0.1971123835684846,0.4132231404958678,19.235714457296307,242,True,"resid_mom20@q0.6,reversal_mom3<=q0.7,ma60,vol@q0.75,target_vol=0.18,top_n=3,xmarket_overlay=True",residual_momentum_reversal_v1,residual_momentum_reversal_v1,Residual Momentum Reversal V1,factor,portfolio,True,True,243,242,2.9958847736625516,2.9958677685950414,242,2022-04-01,"['SZ.002821', 'SZ.300122', 'SZ.300498']",point_in_time,2022-03-31,120,4720,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,3,2021-04-01,2023-03-31,2023-04-03,2024-03-29,-0.3835132235730988,-3.6915771984019576,-0.37633061167304815,0.38493723849372385,37.907065205851005,240,True,"resid_mom10@q0.6,reversal_mom3<=q0.7,ma20,vol@q0.75,target_vol=0.18,top_n=3,xmarket_overlay=True",residual_momentum_reversal_v1,residual_momentum_reversal_v1,Residual Momentum Reversal V1,factor,portfolio,True,True,240,239,2.966666666666667,2.9665271966527196,240,2023-04-03,"['SH.600702', 'SH.603993', 'SZ.000568']",point_in_time,2023-03-31,120,5089,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,4,2022-04-01,2024-03-29,2024-04-01,2025-03-31,-0.3587733632177731,-3.28160569481091,-0.3485030005737315,0.3761467889908257,36.99940213420813,222,True,"resid_mom10@q0.6,reversal_mom3<=q0.7,ma60,vol@q0.75,target_vol=0.18,top_n=3,xmarket_overlay=True",residual_momentum_reversal_v1,residual_momentum_reversal_v1,Residual Momentum Reversal V1,factor,portfolio,True,True,219,218,2.9315068493150687,2.9311926605504586,222,2024-04-01,"['SZ.002475', 'SH.601088', 'SH.601328']",point_in_time,2024-03-29,120,5347,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,5,2023-04-03,2025-03-31,2025-04-01,2026-03-31,-0.21982163930230314,-1.6762179835423752,-0.21892033975889102,0.4041666666666667,27.832427012451443,241,True,"resid_mom20@q0.6,reversal_mom3<=q0.7,ma60,vol@q0.75,target_vol=0.18,top_n=3,xmarket_overlay=True",residual_momentum_reversal_v1,residual_momentum_reversal_v1,Residual Momentum Reversal V1,factor,portfolio,True,True,241,240,2.925311203319502,2.925,241,2025-04-01,"['SH.603993', 'SZ.002594', 'SH.600809']",point_in_time,2025-03-31,120,5390,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
PORTFOLIO,1,2019-04-01,2021-03-31,2021-04-01,2022-03-31,-0.4109742005610987,-3.3383960445969874,-0.39973391553635396,0.34285714285714286,44.76286207859807,236,True,"resid_mom10@q0.6,reversal_mom3<=q0.7,ma60,vol@q0.75,amt>=1.0,upper_shadow<=1.0,gap<=0.05,target_vol=0.18,top_n=3,xmarket_overlay=False",residual_momentum_reversal_v2,residual_momentum_reversal_v2,Residual Momentum Reversal V2,factor,portfolio,True,True,211,210,2.360189573459716,2.3666666666666667,236,2021-04-01,['SH.601668'],point_in_time,2021-03-31,120,4224,local_history_sqlite_as_of,"legacy_momentum: score=-2.1414, selection_score=-2.1414, eligible=True, ann=-0.2308, sharpe=-1.8963, mdd=-0.2595; legacy_momentum_low_turnover_v1: score=-0.5461, selection_score=-0.5461, eligible=True, ann=-0.0536, sharpe=-0.4498, mdd=-0.1391; ma_kline_baseline_v1: score=-4.0328, selection_score=-4.0328, eligible=True, ann=-0.4350, sharpe=-3.6009, mdd=-0.4289; residual_momentum_reversal_v1: score=-2.7984, selection_score=-2.7984, eligible=True, ann=-0.2716, sharpe=-2.5253, mdd=-0.2746; residual_momentum_reversal_v2: score=-4.1183, selection_score=-4.1183, eligible=True, ann=-0.4176, sharpe=-3.7023, mdd=-0.4145; quality_growth_price_v1: score=-1.4040, selection_score=-1.4040, eligible=True, ann=-0.0944, sharpe=-1.2620, mdd=-0.1895; low_vol_low_turnover_quality_v1: score=-0.4907, selection_score=-0.4907, eligible=True, ann=-0.0466, sharpe=-0.4086, mdd=-0.1177; quality_low_turnover_monthly_v1: score=-0.3501, selection_score=-0.3501, eligible=True, ann=-0.0318, sharpe=-0.2709, mdd=-0.1265; multifactor_volume_price_filter_v1: score=-2.0773, selection_score=-2.0773, eligible=True, ann=-0.1918, sharpe=-1.8723, mdd=-0.2182; core_selection_quality_momentum_v1: score=-1.9029, selection_score=-1.9029, eligible=True, ann=-0.1859, sharpe=-1.6921, mdd=-0.2358; theme_exposure_momentum_v1: score=-2.2918, selection_score=-2.2918, eligible=True, ann=-0.1696, sharpe=-2.1038, mdd=-0.2064",quality_low_turnover_monthly_v1,False,True,eligible,,,,,,,,,,,,,,,,,,,,,,,baseline_2y_1y_5fold,2,1,2019-04-01,2026-03-31,5,5,,ok,
